,実験分類,区分,名称,宿主（誘導体含む）,備考・ベクター（誘導体含む）
922,4,-,ウイルス,Guanarito virus,承認生 ワクチン株を除く。
923,4,-,ウイルス,Hendra virus,承認生 ワクチン株を除く。
924,4,-,ウイルス,Juninvirus (Candid#1株を除く。),承認生 ワクチン株を除く。
925,4,-,ウイルス,Lake Victoria marburgvirus,承認生 ワクチン株を除く。
926,4,-,ウイルス,Lassa virus,承認生 ワクチン株を除く。
927,4,-,ウイルス,Machupo virus,承認生 ワクチン株を除く。
928,4,-,ウイルス,Nipah virus,承認生 ワクチン株を除く。
929,4,-,ウイルス,Reston ebolavirus,承認生 ワクチン株を除く。
930,4,-,ウイルス,Sabia virus,承認生 ワクチン株を除く。
931,4,-,ウイルス,Sudan ebolavirus,承認生 ワクチン株を除く。
932,4,-,ウイルス,Tai Forest ebolavirus (別名Ivory Coast ebolavirus),承認生 ワクチン株を除く。
933,4,-,ウイルス,"Variola virus (major, minor)",承認生 ワクチン株を除く。
934,4,-,ウイルス,Zaire ebolavirus ,承認生 ワクチン株を除く。
